review_id,product_id,user_id,review_title,review_content
R1FDKQ7C8HRHK8,B07VTFN6HM,AF6FIGYER3CY6DBUHEUCV7C6WNMQ,Compact and Reliable 2TB External HDD: A Must-Have for Storing and Backing Up Your Data, but quite sure about the second..**MISC**Came with no bubble wrap.. only a plastic tray which was maybe well enough..cable could be a bit better..onetouch's one had grip for pulling it out and seemed better..Has fine texture on body so no fingerprint..onetouch and this one both are same price.. you can go for anyone of these..Sorry for the long review.. But i wanted to tell the buyers the complete story.. would update my review later..
R1HT915CFN9EXH,B07VTFN6HM,AF7IXQKBUL6NEIQG4R53LMJJUGXQ,💝👍One of the best available mechanical external hard disks,Amzon realy amzing service... If not discount but amzon not provide fake! so i like to buy Amzon product.. 5TB WD Hard Drive Amazing
RMD5MQGT1Z7TX,B07VTFN6HM,AFKAKXB7ROJUPGDQFMMREJPHKRGQ,Nice,I am extremely satisfied with my purchase. The HDD is compact and lightweight
RDYCQRETZ04TO,B07VTFN6HM,AFZEG6L4GPWPLCNRA727ERKMBPBA,Woth Money, making it easy to carry around with me. It is also very easy to use - all I had to do was plug it in and it was ready to go.The 2TB of storage space is more than enough for my needs
R2204P0EK8HOJE,B07VTFN6HM,AFJZ3VZZ6FQUGCAV2NYXFS44TAMA,Good product, and it is a great way to store and back up all of my important data. The HDD is also very fast
R3U23VHZY4V64Z,B07VTFN6HM,AGQ33PJLVCO67H7X7FFQPI3WIXWQ,Heating problem, which makes transferring files a breeze.Overall
R1AKJKNRBIBCV4,B07XJWTYM2,AEHC7ITQUJKLOGQJCAA6Q7V63EVQ,Original review 👍realme buds🎧,(Realme Buds Wireless design and  specifications)Truly wireless earphones are becoming very popular
R2ZG9F0E80XAWQ,B07XJWTYM2,AGCW5OYJJFDRSHITPNJ2NGJO37XQ,Please Read The Whole Review For All the Details & Decide Yourself..., and we could very well see Realme get into that space in the coming months. However
R39LC2YR7L3N4E,B07XJWTYM2,AFCDWGFZNA55P5RZVVADKMJX4TMQ,Good, for now
R2ADNFHJ2J8A7L,B07XJWTYM2,AGNY7JE5TCQDY3MEVOEVAAA4C3XQ,Ful HIGHHHHHHHHHHHHHHHH BASE, the company has taken on wireless headphones in an affordable form — neckband-style earphones. The headset has a flexible neckband with metal modules at the ends
R3VV8VK7HOOYQS,B07XJWTYM2,AG72D7R72T2BX46FLNTAPNAVHNJQ,Amazing, short cables that lead to the earbuds
RXGEG3BUDZOW0,B07XJWTYM2,AFOTA6QJ5UKQOBJ5APZRDK3GVOBQ,Good, and the plastic earbuds themselves. We quite liked the yellow-and-black colour scheme of our review unit. The design is simple and the build quality is decent. The device is light at just 30g
R2LYKHFGZWSYDL,B09MQSCJQ1,AFBVVELP4GVFVUNT2JCI5JHVGRWQ,Best Budget watch,
R2LAYGYWWKW3YG,B09MQSCJQ1,AGN6VHI3RRN2EETVG2K6AU54UJ2Q,MERA WAQT BADAL KE RAKH DIYA!!,Wow!!! Just wow!!! How can a beautiful product like this exist at such an affordable price?! I mean I am simply amazed by this watch. Kya dikhti hai yaar aur kya waqt dikhati hai yaar. Yeh ghadi tik-tik toh nahin chalti but it has made my life tracking theek-theek for sure since the day it is with me. I love this watch. The accuracy
RAG4DPQGRW30H,B09MQSCJQ1,AEGXNXBUADLS35GCQLX7K5EIFU2A,Nice product and user friendly compare to other smart watch, colour (black)
RY14T5VSHXOVL,B09MQSCJQ1,AGRLRL4UJ4K36QPX6NY4X5ZETZEA,Nice watch..., weight
R32YZCYBC5ZRV5,B09MQSCJQ1,AFB7KATBZJ56CDSFNRN5GVI5WLWA,Vikas, apperance
R1DMAEV6DQYUOD,B09MQSCJQ1,AEQLEDKX266NBPOVEJSVR35XNFYA,Nice, etc. are so so so amazing.Giving 4 stars because its mobile app sucks for real. Mobile connectivity has a lot to be improvised. It could have been upto the mark agar ghadi banane pe itna kharcha kar hi diya hai toh :(
RNR9AZJON6EHU,B09MQSCJQ1,AH4EQ3AD64V4T45VEG3L4LK7IGQA,Not worth it,Nice product and user friendly compare to other smart watch.
R2NUKH8120XBX1,B09MQSCJQ1,AH4EGLGTSXX4GYBAOERNBPVIKD6A,Grt,Nice watch
R25MV5W3PW3AZM,B08GYG6T12,AFMALPNH6MGGBFCSBABKO6HN2KKA,Good Product But Spped Upto 30mbps,Good Product But Spped Upto 30mbps
R4L3BQHQJOIO7,B08GYG6T12,AHVP3JOVGO4JRMQQPHMEUNYSLZEA,Nice,Nice
R1Q4N7W1AGXVR1,B08GYG6T12,AGMHQJ2A77R33DA4XP3ZHYOMOTHQ,Regarding Card,Superb card for DSLR camera 😊👍Instant support must buy 👍Totally satisfied with the product 👍👍👍😊
R2XTH0U6G7AQPW,B08GYG6T12,AF5VMYLEUAE5OBUOA4XYAVE3FJEA,Excellent SDCARD,Highly recommended purchase
R2H0NX7RGGBP17,B08GYG6T12,AH5UVEDAQ5T5QN3ZCZIDM5TNAAFQ,Good,Good
R3S263IWR7GQ9,B08GYG6T12,AHKX52UJ5M3DNLQFUIONNKE3TSUA,Fake product,Seems I am fooled by Amazon by selling to me a fake SanDisk 128GB memory card. The card died in 3 months. All the pictures
R1BWUDH6P42FOV,B08GYG6T12,AFWTGD4FCS2E2U2TDCOEOGP2FWEA,Good, memories got swept away. It is mentioned that it comes with 10 year Warranty.  I have registered the card on sandisk official but did not receive any compensation (refund/replacement) till date even after raising the ticket. Amazon better not sell such cheap crap and loose trust.
RFNJ1019NIZ43,B08GYG6T12,AFAFL4TW6TSNMNULD4R22QMZVDIA,working fine read/write speed is good,Good
R1G81NIXTA4Q20,B01D5H8LDM,AEPML5IRZNUCCZNZDPAXESOPY6OA,Solid and quality material,Made up of good quality material....No issue till date..... value for money
RZWZCWS5OSBP1,B01D5H8LDM,AGFWXRZUB5TYEIPWSULPTK7LHSYA,Good product,I checked many products in amazon
R2W1MPYI9H8S4T,B01D5H8LDM,AFUYCL7FL7ZSW4J7EI5DHXNR7NSQ, everything good to buy, this is very nice product
R3MNP5J7S2T1YC,B01D5H8LDM,AEMQ4TSBHCLS2GHF4C4K3CHKM6QA,Clear and Cristal clear sound,Used to connect mixer to my Obage dt 31 tower speakers
R9I0QZ1U8YU92,B01D5H8LDM,AENDL564LHLXLMAUI3U3D6KV5R5A,Good, gives best sound quality
R226UNRVT8C1UE,B01D5H8LDM,AEHF7TORHRTMJOSTX2KYEILWRDEQ,Super,I USE IT TO CONNECT MY ZEBRONICS 5.1 SOUND SYSTEM TO MY PC & YEAH IT DOES THE JOB REALLY GOOD!!!!
R7A4EU8NKCTXI,B01D5H8LDM,AFL6MZDS6GWY7546AYCY3Q5L636A,Value for money,Nice
R3KLYYUBC7THAD,B01D5H8LDM,AFV56MGUGR7UTIGTA35IS5TUVXHA,Good cable but over priced,Using with sub
R1ZSCBBOGJ8VB,B076B8G5D8,AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,DETAILED REVIEW with Best settings for better Sound output !!!,NOTE :@ Its ready to go Mic
R2JXWEENFMSBAQ,B076B8G5D8,AF3XMPDSQQDSRN2PG5NGPECLPRDQ,Worth if you know how to use and what to use it for., which doesn't need any sound card and can be plugged and used directly even with smartphones.* Has 3.5mm jack connector built in
R1TOMRGD2ASPF,B076B8G5D8,AHQF77NZIRBV6LQMO6VEC6O5FL4Q,Good for non-professional recordings, you can use 1/4' connector if needed.@ It has very Long cable which measures upto 20 feet
R1PFE2ODTMG96C,B076B8G5D8,AFIKD3VY6WOYWPMJUTELWZAXHIXQ,Buy this and start creating content for your youtube., so note that.@ It has absolutely NO noise isolation and normal smartphone earphones does better job of noise reduction compared to them in STOCK condition
R1C5A0KYEKBKJJ,B076B8G5D8,AH6NJEFXD5ISMZJQICGKAZPQQGWQ,Long cable should be optional.... it's too long else good mic for beginners on YT, but with SIMPLE EDITING this mic works just fine ( Check the review below for detailed settings )There are literally thousands of review on this product
R1IYLE1NMK9R12,B076B8G5D8,AGQS2PKNNCEBXCPSYKOO4I2DGZNQ,Working as expected, but NONE explained the best possible settings for it when used with smartphone with Audacity software
R3IS14LK5OVU68,B076B8G5D8,AEMACSBSMT4WLJPLOKIWGFJLJJEQ,Nice product, or even in general. So I took the risk of ordering it and it turned out to be nightmare right out of the box
R2727E10ZHH72K,B076B8G5D8,AH2MIHS2WTWM7R5DFWRUZVTYK7TQ,Good 👍, as the sound output was worse than my smartphone earphones. So I went to search for best settings on amazon & other sources but in vain. Fortunately I myself in experiments found the solution and now its working just fine.First I am mentioning all the pros and cons considering the settings that I found and then listing those settings
R2BEEAB4R73028,B0759QMF85,AEWV35IS77VEIX4T7GIMS7WUPLLA,Con = no bandwidth control,Non returnable
RVYFHH68OOF4I,B0759QMF85,AHJJPJEYJI7CTBSWRRMIU7GW3NAQ,Setup is smooth and easy, so now using this as it is. Bandwidth control is a must for this price range. Model was archer c80.
R1A2F19DLEHURS,B0759QMF85,AEQPYAO4245QP3GSNQPFDVAKHFRA,Good coverage,Great delivery from amaozn.  It was easy to setup as a extender . Signal is also good but not that great. It can cover 1 flat well . Signal breaks if moving upstairs or downstairs. Overall great purchase. Must buy
R2AMJOZKUX3Y7Z,B0759QMF85,AHLUETN2P3TVLZUYVNMSIJ3GVVPA,as money as goods,Need little better customer support
R1HTW1Z8CLVRAF,B0759QMF85,AE52V2LIW4Z75F47TVPERNBRPXRA,The signal reach could be better,good
R2DMS9H5A7V306,B0759QMF85,AH3EONAK3BU7EWDYJGJEBJ54KRLQ,overall is ok,I expected much stronger signal 10 meter away. Its okay working
R329AA8VGH4II1,B0759QMF85,AEDS2VTTH5GACRGL2B5F7TLJULYQ,Product, but not as expected.
R3S7L5IYOMYVDS,B0759QMF85,AGOY7AILHEVOJA6SPYYUQYIFVVKA,Class product from TP-Link! A worthy investment.,tp link is good product
R1NARG7VJ59AD3,B097R25DP7,AHECNVXSW6REC5TOGBH6OJXIBL4A,Noise smartwatch,Good fit
R6BEKBJDZAEX5,B097R25DP7,AFWAX2O5B5I36ESHPOWZKN25BYPA,The product is good overall, nice smart watch in this price range
R36J5LRZNMMZXL,B097R25DP7,AHSDH2Q4Q2QSUYUGEAGPIR22MT7Q,Good Battery backup, especially for  those who need only basic features . I bought grey color
R2AHCTVOGP0T6P,B097R25DP7,AFSJOIQSSLDDJPOWX3DDKXDA6T5A,Okayish product,It's been long I'm using this now. It has no issues. The battery
RXW00MCJXW4UW,B097R25DP7,AF7YEBOIUIR3AWM2L4PCV2MCTUOA,Watch not working, touch screen
R3HDBTGLJJ34YO,B097R25DP7,AGUXZXNTCLWNP7Y5QA2KYEJLBMKA,Satisfied., bluetooth connection every thing works fine. I was looking for something simple and I got this.
R1K6IPHKQQ03AJ,B097R25DP7,AGBT7W456GGMVOR73SNSIGLSK5DQ,It's great watch,Nice design and functionsCan't connect to Whatsapp and other social media app 👎
ROANI9ZPECRM0,B097R25DP7,AGYF2BCD5W756VOY2V5HJQCX4H4A,Noise,The modes in the watch are good. The UI sucks. Responsiveness could have been better. Battery life is moderately upto 3-4 days if worn constantly. Colour of the band is a bit faded too.
R2A7MIUNOW8DOE,B0BDRVFDKP,AG44HJB2AMIVHAGQZ2WGWONERKCA,Fake Product,128GB SD Card is showing 134GBDon't buy this product
R2FXP703540FR1,B0BDRVFDKP,AHL2FABQV6XAHZN547DN662X5RWA,Costly but excellent quality,It was a bit costly but prouduct is of great quality. Could have been made little bit cheaper cost wise.
R37E7QJET0BYE8,B0BDRVFDKP,AHJE6QFY5XEOZJJWOIOHHIDFWWFQ,Storage good but don't know how to Activate warantee??,All good
R1NOL0GE16P06G,B0BDRVFDKP,AEDMSJ2CEQZID62NXPKEQLMBG2LQ,Good for use,Fast and smooth
R48EN3ANVWEX9,B0BDRVFDKP,AHF7ZBKNBLCLFHGJG5KXKPI7QVCQ,5 stas nahi diya kyuki capacity 477gb hi rahta hai,Ab mujhe computer ki jarurat nahi padti
R17WYXS17TYDER,B0BDRVFDKP,AGD2S7EXXSXHBCJHTXUAV6FLXAZA,Speed not as advertise,Speed is fast but not as advertise I get around read speed 70MB/s and write speed 30MB/s
R2BMYAH01K8EG8,B0BDRVFDKP,AHZRUY7MR4SVM3HFJ2SZDGHZJ56A,Good one,Good one
R23IO3LHHG39H,B0BDRVFDKP,AHEHKOZPPOVYL75KDU52PSBYDEFQ,It's ok,Product is ok.
R2SK5PPC2ZKCL5,B07YNTJ8ZM,AFQ44B5ISCXUWKFHZL7HTRTYWZKA,To good,Bahut hi achha product hai badhiya saund and bluetooth connectivity
RD7IHEAUK0KA6,B07YNTJ8ZM,AF3IECP2JCTQZRF55RNIHBLIVL2A,Build material,Build material is plastic body. However
R32GOT9K2GCKQG,B07YNTJ8ZM,AFLK6ZRFGVUE3QE7RXQXHDOPPJUQ,Super, sound was good
R2ODSY8YMSYDBQ,B07YNTJ8ZM,AFPXGO2U6B5RAACITVCFJZEUNRKQ,Good product,Nice
R1GJIXYJ1WCO16,B07YNTJ8ZM,AEQRAZQWNHPRGHNIFYNEIKPYOH6A,Budget bluetooth speaker which serves the purpose of low volume on a phone or laptop,Sound quality is goodBattery performance good
R3F1T36YXCNJUT,B07YNTJ8ZM,AE54CJI2T5ADE7M3QPQN7LC7ECTA,best,It is a satisfactory Bluetooth speaker and is perfect choice for those who are looking for a budget wireless speaker for their laptop or mobile phone with low volume issues or for those who need some portable music device and who dont want to shell out lot of money. It serves these purpose very well and is not pricey. Why I am saying all this……First things first
R1TWYPGF1F4VJW,B07YNTJ8ZM,AGMN7AH7PCCN7UGWGCPJQLH2SWWA,It's OK to use in small room. But for Outdoor activities it will not meet our expectations., I got this at 549 (the black one only as rest of the colors were way too pricey and choice of colors can be sacrificed in such a case). 2. My laptop and phone volume  is too low and watching a video or listening to music on these devices is not a good experience. So here too this speaker served the purpose as connectivity is excellent
R2ZI8M3NTETFJT,B07YNTJ8ZM,AEAATGPU3JDB35QPGDBHURZCAH2A,Awesome product, size of speaker is conveniently small
R3SSOBQITYNPKB,B01L8ZNWN2,AH3VUICGCKITW2W3TEED2EIY3ZTQ,Solid and stylish,Got 2 of this 32GB HP v236w pendrives this morning. Review is based on testing done the same day:Summary:The product is genuine and sturdy
R3A4C1P3IDXTAD,B01L8ZNWN2,AGTVGGF42U3KPHT3BTNHNX73XSVQ, but too tight in usb port, but the performance is just about average
R3W0T7AI69710R,B01L8ZNWN2,AHMMC3QMOKVDBOOVOHAFZSCLWDAA, average performance., based on a random file copy performance to fill the entire space.Pros & Cons (comparing with SanDisk Cruiser Blade 32 GB) :Pros-1. Solid body
R33EXPRT4EBMKP,B01L8ZNWN2,AGRHECE4JDSOZKHEAH5YNWV6YNKQ,Good product, looks and feels great.2. Read speed is fine (22 MB/s).3. Product is genuine
R36CM7BFMNFGKB,B01L8ZNWN2,AGIL2JPFUVXPBA4PNMMVAIPXAKWQ,Slow, covered under 2 Year manufacturer warranty.Cons -1. Fits too tight in usb port
RV1VPXNF6R439,B01L8ZNWN2,AFPOLXH4MXKCJI33QBTKLOA25A3A,It works everywhere except for car stereo, thus causing more wear to the port and may even damage it if not used carefully.2. Capacity is 31 GB (precisely 31042043904 bytes)
RK6F5JOI2TI2P,B01L8ZNWN2,AF5M3QNBEEXBHH6BOPCHIU7V2WVQ,ONLY 57 GB, not 32 as advertised. In windows it'll show up as a 28.9 GB drive compared to 29.8 in Sandisk. No big deal
R1URGIVAZHUKNJ,B01L8ZNWN2,AGWVF275SEYSCYQXQFO7KEL5AAQA,Good, just a technical observation.3. Write speed (3.3 MB/s) is not bad
R1HX6VQS2UYU8R,B07B88KQZ8,AEWM6BXJQ76ZA3JH3TEG3ORMEDCA,Don't believe the other reviews,The other reviews say that the volume is too low but it is not at all like that it is pretty good 
R3A39U8MP8LIWS,B07B88KQZ8,AFWCCY4OETWIYGV47TLKUZG3NAZA,Awesome sound and clarity for like name JBL,For such a small speaker the quality and the volume is very good. It is very easy to carry around . The people who bought JBL go 1 this is an hands down upgradetion would highly recommend .The price is too high but i got it in an offer that is the only -point . The Bluetooth connectivity is fast and very reliable and is completely water proof. Comming to the end it is  pretty much a good speaker but for people with a budget pls try other brands
R2Y7Y17C8YALB,B07B88KQZ8,AG2SGIEE46YOK5J5WFS52KHY4PYA,Bass is ❤️,I love JBL audio products and used many like earphone and headphones but that all products were brought from official website but this time I tried Amazon and it still worth and geniune seller and thanks for him and awesome sound more than expected and clarity and bass andvoice is very punch and not disturb your hear but i noticed that it have very very lite humms wen it turns on the speaker without pairing but not noticable
RSQG0AYJ4V2D8,B07B88KQZ8,AHTWRETINVEPSRPIOUQTVART3IBQ,Quality,Bass is ❤️Portable also connectivity is fastCharged is late
R2WV6HSBBEWM30,B07B88KQZ8,AFRSGOLOZ6Q45OOHXXHDH25XYHCQ,Excellent sound quality and bass,JBL Go2 is actually good 👍..but sound quality is not much better
R1AHXLKGDRQUYJ,B07B88KQZ8,AEO6PDZZEPLEYE6MLIQMEEOEVJEQ,, according to price..over all 
R1BTJA3264JTT5,B07B88KQZ8,AELS6LXTPB4C5JNSXZVLDQDAZ42Q, gud battery life Best speaker for single room use,good... delivery aur packaging bhi bhot acha hai.💟
R1CIASP6T84E5I,B07B88KQZ8,AFV3TYH4ZUHBEHG57TJOZ6XAQICA,Sound is not protect,Battery level indicator not available
R2HZ5T2XT2798Y,B01MQZ7J8K,AGYJ6QNPZV2B6GT2AC4MVSENRPQQ,Very nice,Good product
R28I6WAWTMIYM4,B01MQZ7J8K,AHGQK5T2FWW7VSK76KSD6XOP72BQ,Good product,Working good. Water is boiling within 2 min. Steel finishing is normal and not shining.
R3EU822EF5KFY,B01MQZ7J8K,AE72VFMVHB7UT4FFROPQ4KJPAAQQ,Packaging,Product is working fine for now but lets whats gonna happen. and yeah the packaging could have done better :)
RAKJKLDU074QU,B01MQZ7J8K,AFNFRCOPOSSJLZQELMABX23PG4HQ,Good ,Good
RS7UBBKWLI55Z,B01MQZ7J8K,AGG5AUMCUIQNY4UVAAJCUF4SBIXQ, quick hot water suite, most suitable winter use.
R27KBQUHQTGHED,B01MQZ7J8K,AETJFXXUOXIZDBIMIPODYJPTTB5A,Good product,Good product
R3F2RL6ZJQTR56,B01MQZ7J8K,AH6ZJI3PGOEZ6VHZ6GDE7XLD5KTQ,A plus kettle,Review after some month of used. No problem yet. Good Quality..Valuable price.
RZF02EKCFFWGK,B01MQZ7J8K,AH4ODBOTYE45XNPWGDCJX2BJ4ZVA,It’s ok,Okay productGood to handle
R2Z4GQU0ZVOH1G,B01J0XWYKQ,AF4AWOIIGQUD4IZ6QNWXVHL6OKTQ,Small,Hi guys! Bought this yesterday
R3JRYRMKRD0BW0,B01J0XWYKQ,AHGZNSZ5ECVXE3L5RCORYAQXCDAA, not too heavy, so haven’t used it much
R2C5DX0ZNNX7Y5,B01J0XWYKQ,AGXKMOT2VJHSKVF2RGDS3WHGFBCA, good looking., so an early review. But the most detailed review so please read till the end. Very important points are mentioned.Looks are cute! It looks really nice and elegant. I am using it with a MacBook Air. So far it seems there are no problems using it. The scrolling is smooth
R25A5KZD14HHJC,B01J0XWYKQ,AHACIJNM7YURLENNI7T2GIOMOQZA,Quality of material, connection does not drop
R2TA6MY8NIL1ZP,B01J0XWYKQ,AE3KVLQI3N4354HVJ5YAIHRJFQSQ,Nice product, and there is no lag. Connection is instant. There is no pairing required. It's plug and play along with the dongle provided with it.It sits low on the table
RX492E2N9MM6W,B01J0XWYKQ,AHYCGGRP7XQVIYP6NRVZI6A7FH2A,Good, feels weighty but not in a wrong way. The battery adds to it's weight
R2PZJ7871P6D8D,B01J0XWYKQ,AFWFAON3AFS63R4TZJ2DPHHB7KMQ,One of the Best Mouse for the price, but I have used heavier mice before
R1I8UMWC4FQ0AX,B01J0XWYKQ,AFZ4LNRNW2PKH2TMZM6QH2KJNQCQ,Good holding good dpi easy to use, and this one feels just right. It has good grip. Nothing to complain about that.Buttons are nice and clicks are satisfactory
R11O7WDJVC8065,B07L8KNP5F,AFMBNWKA4H7GP6PAHPYY25A6Z4HQ,Note it before purchase headphone,I have used boat 900
R2UF3J3M2DDJ07,B07L8KNP5F,AGMBVEO4J5JYGUM6X5INZMD4FRRQ,Totally value for money, boat 400
R1J14TB65SWAKO,B07L8KNP5F,AHKQXI6UBPLTL65RPYN7PJ24ELLA, sound quality is good,boat 550 and i go for a 1st time with zeb thunder pro
R97GYSJA4SZEV,B07L8KNP5F,AGWRIXDLH7IBOX4O6L3MW66IJJPQ,Ear cuffs easily detachable, actually im a music lover and i expect more sound quality
R3GJ3X7MYRST9G,B07L8KNP5F,AHPV4OCEUB4DZDFNOPHTRE4FHN5A,Decent for the Price, bass thump and rich music feels 
RGI050G1TY9NP,B07L8KNP5F,AG4PTAEZKGTC4UKZX5RSZKK32JIA,Best one in this Budget, trust me below what i quote hereBoat 900 is a budget segment wired type less than 800rs
R11LGEEJ1QQ8HI,B07L8KNP5F,AHPD7DFCKP7UFYA4KRGXU3BLR7DQ,Bluetooth is connecting should be improve., its overall massive performance looks quite simple but gives extra bass overall worthAnd boat 400 (900rs) is discomfort because of over tight pressure in ears 
RP53N14Q2723T,B07L8KNP5F,AHSUCDSAY4VEIJ3KL6M7NSFL2W3A,Good Product., i hope by long days its become loose
RFPSJKWNCQAO2,B08444S68L,AGPVN62QTZNEHCVDPA4237YQ5VMQ,This is best,I like this product
R14L1ELN40CL68,B08444S68L,AF7KNSLEDN6UCGACICGMVXRW6FZQ,It's okay for a naive user,It's okay for a backup emergency phone or a naive user who uses it just for other extra sim or basic needs
R26SGRT511UO9Y,B08444S68L,AERIRWR6GSTILA6LAAFDAG3FENNA,Good for the price.,All are fine
R2RPCNJXQJS739,B08444S68L,AG3SI2KQY3UNEQJOKH565UD4Y6FA,Good,Good
R15CXRO9889JGL,B08444S68L,AGBDMC7RQ25U6AEK5YA5TLP4S5HQ,Excellent Product. Easy to operates.,Finger print is good for this phone battery life is excellent and camera quality too.
RYUKIJ43LG4RC,B08444S68L,AGS23EI6FG7FXH3XR4HGYLJF5UAA,best features in phones which you dont find in apple like call recording,best budget phone between 10-15k adapter pin is A type BATTERY LIFE IS OK 1 and half day
RUHO80MJ5NV8O,B08444S68L,AGLDR4PNZ6ZWNGFV5EEV7BL6LAAA,Good purchase at this price,This is a good product at this price.The battery is really good. With 6gb ram octa-core processor and 128gb ram it's a good phone. However it should not be compared with other similar products available at higher Price because those products use different processors for which the price goes up. The camera is just a decent one but not very good.It depends what are you looking for. If you want a good camera with better processor then you have to spend more. At such price it will replace redmi phones
R20IACRIZKZAQF,B08444S68L,AGE5JVVFCOPUTGK7F2PUUST4OWOA,Good, because it does outshine redmi phones in all aspects.
R2RBF2BGJRO7H2,B08D77XZX5,AH4OX4YZN7FYK5EGLIGSPL7V5GEA,this is good product.,p tron neckband is good product. when it new so you have  feel some bad but after 1 month you feel better sound and bass. so product is very good .must purchase.
R1OF0G9O7Z6VSU,B08D77XZX5,AF3P7GAMRCSCUNVGINN76GPSEFFA,Too much bass for my liking😅,Good bass and sound quality. Nice one doesnot pain the ear too much
R30F23SQTDLJPU,B08D77XZX5,AEDMNVL5UD34C7NFQD5HN32ALFZQ,A good deal under Rs.800/-,It is a good product under Rs.700/- but battery backup could be more efficient. If have a habit of playing song during travelling on bike approx 2-3 hrs and attend frequent voice calling in a day then its battery goes down in next day
R12OJO04IKVP5R,B08D77XZX5,AHLYJZWIMC42O7FTHBOSUFOXBTMQ,Worth the price, you feel I should recharge it now otherwise I will have to survive on without Bluetooth calling feature.But overall I would like to say it is a good deal in this price.
R1EYIK2EGG3W2H,B08D77XZX5,AEOT3342QESRJ6Y53VNRADPFKTXA,Itam damage,I was using ptron Bluetooth headphones earlier....they were also great and worth the price.....again back to same brand.....this one is better than previous....sound quality 5/5.... Bass quality 4/5 noise cancellation 4/5
R2B5VJALJVQ8RD,B08D77XZX5,AGGYPM6XG63MKRNTABSKYFJZNJLQ,Le skte hain,Old and damage product
R10QDJFCO17945,B08D77XZX5,AFSWPIVS5VSLL7M2YWCUFUSLJWJQ,Nice product👍👍,Good as price
R23VI41K9DE8OJ,B08D77XZX5,AF6JRCF4K24OBBTF456CIYJKFYRQ,Nice,Very gud at this price range 👌 👍 superb
R2DFHKY9SQTXGF,B0BD3T6Z1D,AEIOP36AQPGVLNNTDXHSUSVIRO3A,Great,Camera : Great. No words for it's outstanding performance at price of  10
R52EDT5ZD6ZQF,B0BD3T6Z1D,AEU76NMTP5BLAI4YLE37G5UXRMMA, best 4g phone for around 10,500Rs. It can even beat smartphones upto 15
R41500Y3DT8IX,B0BD3T6Z1D,AEVEJZ2RUY6RZ6GY5EIRES4BOUNA,500Rs,000 Rs in camera department.Battery : for 45min ~ 5% charging gets discharged (used for quora
R12TCJ1XMAA5LP,B0BD3T6Z1D,AF2CSU2H5EC6MVKB3PWJPY7EITYA,Good midrange phone, twitter
R1RWY2VHKKRTGR,B0BD3T6Z1D,AHRQKUYYOLHECU4IUH6OSL7AYM2Q,SAMSUNG GALAXY M32 PRIME EDITION (Pros & Cons), pininterest)For 18 min ~ 5% discharged(used for upto 500mb gaming apps)So
R3EQX6JS3PVMLK,B0BD3T6Z1D,AE2Z7NYPJLUYMZ3GNEMYZ5RDRM6A,Great Phone but slow performance., decent battery.Remember
R1J6XAH9EKY79T,B0BD3T6Z1D,AE2WCZU5RXVCKNUTUJ4HCDTLU6OA,Good one, display being amoled
R7ZHZFO8L3X2W,B0BD3T6Z1D,AESZ7VB66VS6APYVPSMUGOFI536A,Good phone, full hd+ with high PPI consumes more battery.Generally
R1MOAI12S1FJV1,B07JJFSG2B,AGEN4ASYZOLVEWYV3Q2CJR42ZOEQ,Speed is not as expected.,Speed is overall good as per its price. But not as good as its claim and as per 3.0.
R1HS4KCJJK9X3U,B07JJFSG2B,AGQMPOU46LE2C4Q5COR7RRACQZ7A,SanDisk Ultra 128 GB USB 3.0 Pen Drive,மூன்று வருடங்களுக்கு முன்பு 16 ஜிபி சண்டிஸ்க் பென் டிரைவ் வாங்கியபோது 
R248HCB4KB42LJ,B07JJFSG2B,AFDOB6ZOXEPJSTD5TYLQTRXTFSMA,Good,அதில் Reading and writing ன் பொது orange colour பிளின்கிங் லைட் இருந்தது
R153L369EOHI65,B07JJFSG2B,AGDEK4RWKXOP4OS377LV7WQ2O72Q,Good, இப்பொழுது 128ஜிபி-ல் இல்லாதது பின்னடைவை கொடுக்கிறது
RGTTBAUNEDZSX,B07JJFSG2B,AELVIMURPMROWIZHRTYGSLXA2SJA,Nice product,https://m.media-amazon.com/images/I/11mPdnwyGSL._SY88.jpg
R22ICK5OX9INOG,B07JJFSG2B,AERMCSAKPLOJGCA3UDMWD3VRR2QA,Good but....,Good
R3ODU59WZ94MGN,B07JJFSG2B,AHIKZM3LUGBBQKMPY4BSYBCUI6FA,Nice but slow,Nice product
R2BGICLNKXFAZH,B07JJFSG2B,AHUBLOQI56TLETS3LQ3YZIYR5Z5A,some glich happening otherwise good,(Fast transfer speed) will only work in usb 3.0 and above portsOtherwise it's awesome
R16XVVFYUNVL5L,B0856HY85J,AEKZNJLC7X57UF3F4STP3GSIIGJA,Good but check the below mentioned things,The product was received without damaged and seal intact. Coming on to the product I bought the jazzy blue sunburn edition.Pros:Battery is good
R2MGT9GPFEHTPY,B0856HY85J,AGPESHJAGFFNOORA77CESB7XBDDQ,Going to buy it again, used as opened from the pack it held good for about 10 hours across 4 days and still charge is leftSound- Sensible Bass and good mids as well as lows
R326AAFTL0LMUL,B0856HY85J,AFP6VTPJTBO2PC47S433EJWP6MDQ,Decent headphone, not that I can discern between them.Aux available.The ear cups are quite big hence sorta provides passive noise isolation.Cons:Not foldable as well as type b charger (USB micro) typeBeing a limited edition if your ear cups wear off very miniscule chances of replacing it with suitable colorIf a person is of hot body type(emits heat or more warm then normal) there is higher chances of feeling warmth in your ears
